,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
2269,Aeyes Libe,Epiphany,Epiphany,0DhwopSy06N6fkE0SycMQh,0.376,0.0647,9,-20.86,0,0.0524,0.9209999999999999,0.102,0.0391,133.55,200000,4,4
2270,Various Artists,Lazy Sunday,3 Am,0o2wfhuVXkvX81VXaqftiF,0.5589999999999999,0.25,0,-12.112,1,0.0505,0.883,0.107,0.0398,75.008,158588,4,4
2271,iamalex,Beginnings,Above Water,4polKZNHDr1yDRnssQv5IE,0.708,0.47100000000000003,7,-14.220999999999998,1,0.122,0.125,0.33899999999999997,0.361,146.17,95345,4,2
2272,BluntOne,Autumn in Budapest,Aether,3I50R6EP8uSQ5BGfjy9v6c,0.745,0.151,6,-16.372,1,0.0413,0.28,0.11,0.10099999999999999,79.988,170504,4,2
2273,Various Artists,3 Am. Study Session,After Sunset,2iSRdZZpV8NhJOLaLdaoSD,0.682,0.105,5,-16.983,1,0.0337,0.884,0.0896,0.258,124.027,160645,4,4
2274,BluntOne,Autumn in Budapest,Air Never Been So Fresh,32ttAMcC2scovrKVCJw5WX,0.7440000000000001,0.133,1,-12.652000000000001,1,0.0631,0.888,0.146,0.248,128.004,137342,4,4
2275,Sitting Duck,Wonderland Chapter 1,Ancient Tales,0zKp9aHrrpkhV7nccqd0YZ,0.618,0.289,0,-15.302999999999999,1,0.0439,0.823,0.1,0.132,79.91,134625,4,4
2276,BluntOne,Cloud Surfing,Antarctic Sunrise,7w0TU9Lq6SLz3O74ivsNBF,0.45799999999999996,0.13,4,-10.488,0,0.11599999999999999,0.915,0.0779,0.282,80.992,145417,4,4
2277,chief.,Time Remembered,ashes,1Cny7Pn75VfyIjoDOk9aGk,0.652,0.19399999999999998,5,-10.017000000000001,0,0.0591,0.665,0.095,0.353,78.825,158215,1,0
2278,Flitz&Suppe,Yokai,Ato,3425s5AtXBR3W3asGco0Tj,0.57,0.285,6,-9.724,0,0.0472,0.826,0.11800000000000001,0.243,80.993,170370,4,4
2279,Yasumu,Until Forever,At the Sea,4GUpreonDXgwCKCZSAsTPm,0.619,0.0936,9,-16.143,0,0.0513,0.938,0.0825,0.32899999999999996,77.051,178839,4,4
2280,brillion.,Bedtime Stories Pt. 2,Aurora,0ROmRiHAde824gTQu12rXy,0.6679999999999999,0.25,6,-15.841,1,0.0484,0.963,0.11800000000000001,0.18600000000000003,122.02799999999999,182951,4,4
2281,Flovry,Ages Ago,Backpack City,6Fv9r2ov4aWPArkb5cKIZR,0.6659999999999999,0.19699999999999998,4,-15.365,1,0.0692,0.8809999999999999,0.109,0.12,77.079,151731,4,4
2282,Jhove,Before You Go,Back When,5OXpC2VfqnDejCNGYgZhvT,0.74,0.319,2,-13.283,1,0.0707,0.846,0.134,0.8,143.967,140000,4,6
2283,Mila Coolness,Silent River,Balance,6XDKiHD6zB5T8dyXaP3qFc,0.479,0.0264,2,-23.454,0,0.0274,0.96,0.0947,0.22899999999999998,87.40799999999999,142629,4,4
2284,Yasumu,Until Forever,Balcony Breakfasts,78vYS63UShayZ42QABZfl8,0.7659999999999999,0.243,10,-18.01,0,0.0456,0.903,0.33299999999999996,0.18600000000000003,94.995,166632,3,4
2285,S N U G,Moonglow,Balcony Nights,1pDu7HDLUxmOQmEs4rDOd5,0.617,0.27399999999999997,4,-13.265,1,0.0393,0.9390000000000001,0.115,0.0788,70.119,164214,4,4
2286,Sitting Duck,Wonderland Chapter 1,Be Kind,11nqw7Ax8rcIIeLI4rjpvS,0.657,0.124,3,-20.733,1,0.0276,0.7709999999999999,0.0954,0.083,140.0,138857,4,4
2287,Various Artists,3 Am. Study Session,Blind Forest,55SD2p3Ky4DU13ZgwyBnUy,0.657,0.217,4,-10.931,0,0.0904,0.563,0.114,0.158,70.023,174857,4,2
2288,less.people,Online Mall Music,Blinds,3tSPA3UxoMgm1MgaoYBCVs,0.818,0.171,9,-16.636,0,0.0453,0.894,0.061,0.205,106.02600000000001,159574,4,4
2289,tysu,Window Seat,Blue Moon,0umnwdmkOE2JWxGxsEaqW0,0.597,0.09699999999999999,7,-20.965,1,0.0485,0.884,0.10300000000000001,0.188,74.016,132971,4,4
2290,Refeeld,Chance Encounter,Blue Terrain,3s9qCeRZMsK9xGWjjv0EuS,0.598,0.266,10,-15.475,1,0.0321,0.9079999999999999,0.10099999999999999,0.23600000000000002,146.062,180741,4,4
2291,softy,Sometimes I Wait for You,Breathing in October,6SCzzWHKFG8pEBUDMK5uJs,0.5529999999999999,0.408,11,-9.573,1,0.0538,0.621,0.314,0.14300000000000002,44.871,179865,4,2
2292,Various Artists,Lazy Sunday,Building a New Life,4vR4lPZnBOagoF118oe6g8,0.49700000000000005,0.157,4,-16.873,1,0.0678,0.882,0.0886,0.27699999999999997,215.981,162920,4,4
2293,Purrple Cat,Sweet Dreams,Caramellow,2GX2qeMZL8XtvpfQwuolGP,0.675,0.17600000000000002,4,-16.129,0,0.0332,0.93,0.239,0.0523,134.003,146875,4,4
2294,Blue Wednesday,Discovery,Cascadia,26KBvBwirelhmcVNAAJU9w,0.5479999999999999,0.275,8,-17.671,1,0.0983,0.88,0.9279999999999999,0.513,78.26,127885,4,5
2295,dryhope,Kenopsia,Childhood Home,177D3uhyXtsak0hwWgXmZB,0.77,0.155,11,-9.64,0,0.040999999999999995,0.9079999999999999,0.131,0.20199999999999999,82.991,148193,4,4
2296,mell-ø,Afloat Again,Childhood Memories,1NiojUc8KhrjAavgSFlSDn,0.682,0.198,2,-10.503,1,0.0428,0.9229999999999999,0.109,0.35600000000000004,80.005,97322,4,4
2297,Yasumu,Until Forever,Chocolate Pudding,4MBo1776o6rXzpyrnDpoAj,0.64,0.0797,10,-14.884,0,0.0651,0.7979999999999999,0.387,0.201,77.04899999999999,150747,4,4
2298,Fatb,Conscious Ego,Cianite,5tpg0JCGMrF4RvCdv9VJAK,0.6679999999999999,0.0753,5,-11.684000000000001,0,0.293,0.00471,0.125,0.40700000000000003,166.291,144586,4,1
2299,Various Artists,1 Am. Study Session,Circle,0hNIRGJMDgzUb2d9q7bVWO,0.5720000000000001,0.253,7,-14.504000000000001,0,0.028999999999999998,0.42,0.127,0.10800000000000001,85.06,112941,4,2
2300,Nothingtosay,Introspective,Cleared Sky,12R8a6Ll69LtQnlWHOBAoy,0.616,0.191,8,-17.242,1,0.0464,0.8290000000000001,0.10300000000000001,0.0546,80.006,156008,3,4
2301,tysu,Window Seat,Cloudburst,1406pYm01nyJlM8JcCc7Lt,0.669,0.0826,9,-14.062999999999999,1,0.0436,0.9129999999999999,0.0959,0.32,148.025,132973,4,4
2302,kudo,Staring Through,Cold,69kdxhdyEE3464c3BjNvGW,0.557,0.1,10,-26.646,1,0.032,0.9079999999999999,0.0944,0.121,137.96,135886,4,4
2303,Various Artists,2 Am. Study Session,Compassion,0QjHryzA85B5lWAGZFvWLm,0.594,0.18899999999999997,11,-11.633,1,0.04,0.9,0.124,0.0365,144.03,133333,4,4
2304,ENRA,In Motion,Consequences,4i0EJIy3EhXc4S1ZN55bDA,0.679,0.39899999999999997,8,-12.939,0,0.0454,0.815,0.12,0.0389,108.01,124450,4,4
2305,Dontcry,Odyssey,Cosmos,65ija1Fx0j053dmfhejrJr,0.705,0.251,11,-11.029000000000002,0,0.0901,0.7929999999999999,0.141,0.20600000000000002,88.009,113594,4,4
2306,Various Artists,1 Am. Study Session,Cotton Cloud,6IppbD1HujunE0CPO1VmuS,0.6829999999999999,0.424,8,-9.164,0,0.0867,0.8170000000000001,0.111,0.373,77.944,123007,4,7
2307,Various Artists,3 Am. Study Session,Crescent,1pPfEi9IdQLrt2eqYkyo1y,0.684,0.275,4,-19.099,0,0.0491,0.9540000000000001,0.0767,0.0379,120.053,220000,4,4
2308,Laffey,Summer Nights,Crush,1DFGKUkMaq19KjswhR1ofU,0.872,0.245,11,-13.957,1,0.152,0.956,0.11900000000000001,0.209,119.818,130760,4,4
2309,TABAL,Inside Space,Crystal Land,2PKSZ1MjXoYVYMmNlPoYn0,0.748,0.27399999999999997,1,-14.363,1,0.0889,0.253,0.109,0.0723,155.908,149231,5,2
2310,BluntOne,Autumn in Budapest,Danube Blues,36JxYYdDjdUkQ3RdbAS9mJ,0.7040000000000001,0.149,7,-16.105999999999998,0,0.0911,0.9179999999999999,0.0981,0.46399999999999997,130.45,124371,4,4
2311,Tom Doolie,Naoko,Darjeeling,3mo5poSRxFpNzh0mNzFd8l,0.64,0.255,6,-10.96,1,0.0383,0.897,0.109,0.36700000000000005,117.443,107693,3,0
2312,tysu,Window Seat,Dawn,1LbxMseHHXD5gOoCg7mZss,0.805,0.037000000000000005,10,-13.069,1,0.0722,0.934,0.102,0.307,78.033,123085,4,4
2313,Yasumu,Until Forever,Day One,4YDMOS4LJyfY2jSY39Q03y,0.639,0.265,5,-15.821,1,0.10099999999999999,0.895,0.304,0.402,208.00400000000002,126346,3,4
2314,Pandrezz,Relief,Deserved Rest,539QeZzK7P9xtQfn8aXgBX,0.573,0.0953,10,-17.755,1,0.107,0.6459999999999999,0.0975,0.039,64.234,162187,4,4
2315,Kupla,Kingdom in Blue,Dew,7snSYVYoAEd1oaUjtIsOVy,0.706,0.435,10,-9.737,0,0.0622,0.326,0.685,0.371,80.00399999999999,161948,4,5
2316,Various Artists,Lazy Sunday,Diet Cola,69evTqD6fVwBah1INJ8lxX,0.746,0.19,0,-12.565,1,0.0533,0.823,0.0993,0.273,60.027,149000,4,4
2317,Yasumu,Until Forever,Different Cities,6K30vTgYqeIbC3Nw8Lvj0D,0.735,0.15,2,-13.138,0,0.0829,0.924,0.13699999999999998,0.313,83.04299999999999,130264,4,4
2318,Hoogway,Forever Ago,Different Waves,79BgrSSsxTvGA3JHhfBDMi,0.7509999999999999,0.0972,7,-21.151,1,0.0503,0.7859999999999999,0.11599999999999999,0.541,123.973,120968,4,4
2319,Yasumu,Until Forever,Discovering,26I4QjhQNzyyTKomVRl4wn,0.713,0.26,8,-22.456999999999997,0,0.0474,0.883,0.294,0.18600000000000003,119.99600000000001,192000,3,4
2320,chief.,Time Remembered,distance,4fZfNDRTRD4u7SNNvJLa27,0.5710000000000001,0.10400000000000001,9,-13.389000000000001,1,0.0798,0.8690000000000001,0.0639,0.267,132.611,162542,1,0
2321,Chris Mazuera,Dozing,Distant,0flbZnIoq0Z84zukPp47b6,0.581,0.35600000000000004,2,-8.118,0,0.0362,0.9390000000000001,0.0716,0.48700000000000004,142.494,118310,4,4
2322,Various Artists,Lazy Sunday,Don't Let Go,7mtdUu2Yq1ttUzuL4GZbu3,0.5920000000000001,0.21899999999999997,8,-11.687000000000001,1,0.0654,0.879,0.0668,0.21,71.98,154375,4,4
2323,dryhope,Contrasts,Down River,6yddWHslt8Xbmr7GjGij3Q,0.5,0.177,4,-11.362,1,0.35,0.848,0.10099999999999999,0.215,82.235,144036,4,1
2324,Miramare,Azure Blue,Down The Port,5O4KEJPTG0qE3Ao8v38XPV,0.8140000000000001,0.0767,9,-14.368,1,0.0929,0.9329999999999999,0.161,0.113,80.02199999999999,121937,4,4
2325,chief.,Time Remembered,downtown,1AnzcWhlrH3VxhSmVaq8TL,0.768,0.322,3,-11.539000000000001,0,0.0675,0.915,0.331,0.455,84.581,119164,4,4
2326,Chris Mazuera,Dozing,Dozing,2jgadpJkHglyVxwoeRxqi5,0.644,0.273,9,-12.114,1,0.0933,0.848,0.0893,0.387,156.113,146346,4,4
2327,mell-ø,Afloat Again,Dozing Off,6lrBNmsMzTDXuPRSpDVdMG,0.703,0.14400000000000002,7,-19.519000000000002,0,0.0713,0.943,0.111,0.21,76.982,127013,4,4
2328,xander.,Cabin Fever,Dreams Come True,5gEMIy111ZFXi1BUdv9iLV,0.71,0.345,1,-15.082,0,0.267,0.7170000000000001,0.25,0.127,80.934,154074,4,1
2329,Sitting Duck,Wonderland Chapter 1,Dreamstate,7ue48ZllnygoqcihRkFBI2,0.635,0.11599999999999999,1,-20.044,1,0.0472,0.643,0.0999,0.16,134.019,157612,4,4
2330,Various Artists,1 Am. Study Session,Drops,0bBffewTK0oyCriEnYSbHY,0.688,0.336,6,-12.530999999999999,1,0.177,0.882,0.134,0.311,83.065,122892,4,4
2331,Dontcry,Jiro Dreams,Ebi Tempura,5FHX9OAsbNOnqxA6ApjAya,0.831,0.341,6,-9.615,0,0.12,0.9259999999999999,0.337,0.327,78.016,114135,1,0
2332,Dontcry,Jiro Dreams,Edamame,6ZhmsXbTueMqhhsgUfXBYo,0.684,0.46299999999999997,0,-8.517000000000001,0,0.0843,0.9259999999999999,0.146,0.321,155.966,89423,4,7
2333,Hevi,Drifting Away,Empathise,7sRZhcsHigdIpRqBxA2N9T,0.6609999999999999,0.162,0,-17.464000000000002,1,0.0561,0.904,0.0817,0.212,73.987,137382,4,4
2334,Allem Iversom,The Ridge,The End,08ZTbIuUD747fK7sYuwn1o,0.616,0.163,2,-18.448,1,0.0443,0.9109999999999999,0.10800000000000001,0.111,76.998,174545,4,4
2335,less.people,Online Mall Music,Enough to Go Around,0g2cKbRSGDlhfbrVWOhvwG,0.642,0.263,6,-14.562000000000001,0,0.42200000000000004,0.447,0.0597,0.271,74.172,155676,4,1
2336,Various Artists,3 Am. Study Session,Escape Route,1rfRJ3JViXW1VCU6fnFrHH,0.5329999999999999,0.217,8,-16.361,1,0.039,0.9129999999999999,0.0901,0.0476,145.773,138082,4,4
2337,Various Artists,Lazy Sunday,Eternal Life,7vKYiZFyGX8ZPG0uRQNqYn,0.6829999999999999,0.13,10,-10.622,0,0.0326,0.8909999999999999,0.163,0.263,75.015,129770,4,4
2338,brillion.,Bedtime Stories Pt. 2,Eventide,7eBIzl4j9y8Kr5IHJbZTKj,0.28800000000000003,0.499,8,-13.952,1,0.0683,0.914,0.0886,0.0361,75.904,186316,4,4
2339,less.people,Online Mall Music,Everything's a Symptom,4Xf0CTS2WoDKqkUy8CPE5C,0.687,0.26,3,-13.953,0,0.184,0.8390000000000001,0.10099999999999999,0.102,140.034,137143,4,4
2340,Various Artists,3 Am. Study Session,Fade Away,5fBTlHvnckGkiIei4cJByl,0.7440000000000001,0.158,5,-9.805,0,0.0453,0.9129999999999999,0.10300000000000001,0.0384,120.03200000000001,164000,4,4
2341,eugenio izzi,Feel Free To Imagine,The Fairie's City,2R6oKnA6zsZLhNF5kM46QH,0.622,0.0226,2,-15.603,1,0.0538,0.951,0.109,0.0949,149.965,154000,4,4
2342,Yasumu,Until Forever,Fallen in Love,3RfvjUsOyuos75NJiikM6H,0.648,0.166,11,-22.511999999999997,1,0.0447,0.935,0.11599999999999999,0.314,100.024,162000,4,4
2343,Nothingtosay,Introspective,Far Away,05FVfijKq0kvZyZdsYnYuG,0.682,0.107,2,-18.042,1,0.0608,0.935,0.0925,0.0685,83.98200000000001,168579,4,4
2344,Various Artists,3 Am. Study Session,Fateful Slumber,1ZoHAH5k36VxzYbzDo13ED,0.655,0.214,2,-14.255999999999998,1,0.0384,0.905,0.0945,0.207,119.012,169412,4,4
2345,Various Artists,2 Am. Study Session,February,1Kob6pJjHhsCD9KaUAWfHM,0.63,0.235,4,-14.255,0,0.107,0.8859999999999999,0.655,0.106,150.039,162542,4,5
2346,Yasumu,Until Forever,Feeling Home,0Vx01srTgiuaH3Na0OtL39,0.6709999999999999,0.214,2,-15.123,0,0.17800000000000002,0.9129999999999999,0.382,0.217,140.299,162429,4,4
2347,Chiccote's Beats,Illusion,Finding,3GoXvjQXoXqOq1dNczZBpQ,0.64,0.0284,8,-27.826,1,0.0739,0.953,0.341,0.317,79.995,153000,4,4
2348,Various Artists,3 Am. Study Session,Fireflies,3R842HhIJd4VysNmcRApE0,0.6509999999999999,0.125,5,-20.281,0,0.0309,0.925,0.11199999999999999,0.0371,78.015,123077,4,4
2349,Yasumu,Until Forever,First Dates,30bfS4ngNQMX1zpOIxuagl,0.644,0.115,0,-14.350999999999999,1,0.287,0.937,0.125,0.218,169.95,135000,4,4
2350,Chris Mazuera,Perspective,First Snow,518qBWnxXBWHe7oYoVR6RA,0.611,0.1,2,-23.194000000000003,1,0.0449,0.935,0.0784,0.19699999999999998,103.9,175385,4,4
2351,Miramare,Azure Blue,Foam,0NtxznqRbzOunrdwga3VnB,0.3,0.183,11,-12.642999999999999,1,0.0438,0.723,0.10800000000000001,0.268,78.90100000000001,132000,4,4
2352,Sitting Duck,Wonderland Chapter 1,Forest Whispers,5SHzuJSCDNvSxjTGQP5zi9,0.625,0.205,3,-16.639,1,0.0355,0.684,0.128,0.0623,80.023,146250,4,4
2353,Nothingtosay,Introspective,For You,3L4mM0ZvnjXvW5SSIDFTBi,0.8140000000000001,0.17600000000000002,1,-15.125,0,0.293,0.9159999999999999,0.146,0.0722,84.006,162857,4,4
2354,A[way],Frozen Roses,Frozen Snow,7oC3l3d5t5NUDofzIVipYR,0.52,0.41700000000000004,6,-14.186,1,0.209,0.892,0.0861,0.8540000000000001,218.65900000000002,111115,4,3
2355,DLJ,Night Emotions,Further,0mlbXB8AukvaQxhatnWjOc,0.379,0.259,10,-16.195,0,0.0489,0.772,0.107,0.244,84.38,141724,4,4
2356,BluntOne,Cloud Surfing,Gates of Heaven,0Jxhf898ODyaLSR1JTfWh7,0.536,0.14,4,-10.417,0,0.16399999999999998,0.885,0.114,0.18899999999999997,77.036,198718,4,4
2357,eugenio izzi,Feel Free To Imagine,Get Lost In The Mind's Ocean,2cnBpaZVhZAuMKWHCyckhO,0.8140000000000001,0.136,0,-15.627,1,0.0894,0.9620000000000001,0.111,0.203,133.989,146866,4,4
2358,Various Artists,2 Am. Study Session,Ghost in My Mind,7B3ddhlG9jP8PeybwVyCq5,0.735,0.35700000000000004,4,-9.607999999999999,1,0.0582,0.914,0.11199999999999999,0.0878,134.106,166567,4,4
2359,xander.,Cabin Fever,Glitter,4TMUus1bJZFxyZUSN8NUoQ,0.655,0.375,3,-12.005999999999998,1,0.0436,0.828,0.325,0.27699999999999997,180.03099999999998,157333,4,3
2360,mell-ø,Afloat Again,Gloom,5rBb2uP6oXtenyXSjNee6W,0.782,0.349,11,-11.464,1,0.0675,0.951,0.11900000000000001,0.262,74.913,131200,4,4
2361,Laffey,Summer Nights,Gloomy,1YWMRotYNbf1zL6bnSL6I0,0.5770000000000001,0.28300000000000003,0,-14.357000000000001,1,0.033,0.873,0.105,0.0743,95.977,120820,4,4
2362,Various Artists,3 Am. Study Session,Glowing Lights,3KunPHIvhxrUaHny2Z1J9w,0.332,0.258,10,-15.761,1,0.0375,0.91,0.102,0.0393,143.656,165833,4,4
2363,dryhope,Kenopsia,Gravity,5GQjoo5PkzBCnDEh2Habn5,0.737,0.278,8,-16.451,0,0.047,0.94,0.0925,0.0357,127.94200000000001,108750,4,4
2364,Various Artists,1 Am. Study Session,Gyoza,42vzhhpRAds4RJDQPrSGZ6,0.7659999999999999,0.315,6,-15.720999999999998,1,0.0946,0.858,0.0929,0.603,88.17,120000,4,4
2365,C4C,L'aventure EP,Hello,7bza6R254w7hZyNO9zaIxc,0.644,0.218,0,-17.003,1,0.05,0.9440000000000001,0.0848,0.10099999999999999,85.042,149647,4,4
2366,Kupla,Life Forms,Heroes,3qHragQorghdC0TpIa6A0k,0.405,0.414,5,-9.6,0,0.11599999999999999,0.8640000000000001,0.18100000000000002,0.0632,80.307,140000,4,4
2367,No Spirit,Memories We Made,Hope,2z5EDJrebx8s7yKbwi33TW,0.585,0.20800000000000002,8,-11.963,1,0.0353,0.7859999999999999,0.37799999999999995,0.129,63.934,213750,4,4
2368,Allem Iversom,The Ridge,Howufeel,5utI4hJv96VauRPFeW0x8J,0.449,0.222,9,-19.192999999999998,1,0.0419,0.902,0.0781,0.0381,167.50099999999998,137143,4,4
2369,Oatmello,Dove,Hushed Tones,1UMTVaGYOkLShJxtekqJbk,0.6809999999999999,0.396,0,-8.931000000000001,1,0.105,0.7879999999999999,0.132,0.294,155.997,147885,4,3
2370,Lady Gaga,Chromatica,Rain On Me (with Ariana Grande),7ju97lgwC2rKQ6wwsf9no9,0.672,0.855,9,-3.764,1,0.0397,0.0,0.32299999999999995,0.6459999999999999,123.056,182200,4,6
2371,BLACKPINK,THE ALBUM,How You Like That,4SFknyjLcyTLJFPKD2m96o,0.812,0.8,11,-4.282,1,0.077,0.00011200000000000001,0.0638,0.35700000000000004,130.036,180947,4,6
2372,Dua Lipa,Future Nostalgia,Break My Heart,017PF4Q3l4DBUiWoXk4OWT,0.73,0.7290000000000001,4,-3.4339999999999997,0,0.0883,1.39e-06,0.349,0.467,113.01299999999999,221820,4,7
2373,Taylor Swift,folklore,cardigan,4R2kfaDFhslZEMJqAFNpdd,0.613,0.581,0,-8.588,0,0.0424,0.00034500000000000004,0.25,0.551,130.033,239560,4,7
2374,The Weeknd,After Hours,Blinding Lights,0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,1,-5.934,1,0.0598,9.54e-05,0.0897,0.33399999999999996,171.005,200040,4,3
2375,Justin Bieber,Intentions,Intentions,364dI1bYnvamSnBJ8JcNzN,0.8109999999999999,0.5529999999999999,9,-6.644,1,0.0552,0.0,0.105,0.86,148.014,212869,4,6
2376,Anuel AA,Emmanuel,China,0KkIkfsLEJbrcIhYsCL7L5,0.7859999999999999,0.8079999999999999,7,-3.702,1,0.0881,0.00028900000000000003,0.0822,0.608,105.029,301714,4,6
2377,BENEE,STELLA & STEVE,Supalonely,4nK5YrxbMGZstTLbvj6Gxw,0.863,0.631,7,-4.689,1,0.0534,3.04e-05,0.12300000000000001,0.8170000000000001,128.977,223480,4,6
2378,Mabel,Ivy To Roses (Mixtape),Don't Call Me Up,5WHTFyqSii0lmT9R21abT8,0.674,0.8809999999999999,9,-2.853,1,0.147,3.01e-06,0.0793,0.23399999999999999,98.994,178480,4,6
2379,Dynoro,In My Mind,In My Mind,0E9ZjEAyAwOXZ7wJC0PD33,0.6940000000000001,0.77,6,-5.335,1,0.149,1.1e-05,0.11800000000000001,0.163,125.905,184560,4,3
2380,Sheck Wes,MUDBOY,Mo Bamba,1xzBco0xcoJEDXktl7Jxrr,0.7290000000000001,0.625,4,-5.266,1,0.0315,0.009859999999999999,0.248,0.261,146.034,183907,4,3
2381,Daddy Yankee,Con Calma,Con Calma,5w9c2J52mkdntKOmRLeM2m,0.737,0.86,8,-2.6519999999999997,0,0.0593,1.94e-06,0.0574,0.6559999999999999,93.98899999999999,193227,4,7
2382,Marshmello,Be Kind (with Halsey),Be Kind (with Halsey),3Z8FwOEN59mRMxDCtb8N0A,0.63,0.633,4,-7.087999999999999,1,0.0457,0.0,0.0541,0.452,93.995,172762,4,6
2383,Cardi B,Invasion of Privacy,I Like It,58q2HKrzhC3ozto2nDdN4z,0.816,0.726,5,-3.998,0,0.129,0.0,0.37200000000000005,0.65,136.048,253390,4,7
2384,StaySolidRocky,Party Girl,Party Girl,5RqR4ZCCKJDcBLIn4sih9l,0.728,0.431,6,-9.966000000000001,0,0.0622,0.0,0.0996,0.629,130.02200000000002,147800,4,7
2385,Surfaces,Where the Light Is,Sunday Best,1Cv1YLb4q0RzL6pybtaMLo,0.878,0.525,5,-6.832000000000001,1,0.0578,0.0,0.0714,0.6940000000000001,112.022,158571,4,6
2386,Powfu,death bed (coffee for your head),death bed (coffee for your head),7eJMfftS33KTjuF7lTsMCx,0.726,0.431,8,-8.765,0,0.135,0.0,0.696,0.348,144.026,173333,4,5
2387,Kygo,Golden Hour,Lose Somebody,1sgDyuLooyvEML4oHspNza,0.58,0.586,1,-6.882999999999999,1,0.0357,0.0,0.0755,0.507,147.988,199549,4,3
2388,Black Eyed Peas,TRANSLATION,RITMO (Bad Boys For Life),5NyS3oxTlos3Agl2YtZwrC,0.732,0.716,10,-6.968,0,0.0561,0.000758,0.73,0.6659999999999999,105.09299999999999,214855,4,5
2389,Surf Mesa,ily (i love you baby) (feat. Emilee),ily (i love you baby) (feat. Emilee),62aP9fBQKYKxi7PDXwcUAS,0.674,0.774,11,-7.567,0,0.0892,0.0018800000000000002,0.39299999999999996,0.33,112.05,176547,4,7
2390,Megan Thee Stallion,Savage Remix (feat. Beyoncé),Savage Remix (feat. Beyoncé),5v4GgrXPMghOnBBLmveLac,0.8220000000000001,0.743,10,-4.772,0,0.28,0.0,0.127,0.636,84.459,242001,4,1
2391,Drake,Dark Lane Demo Tapes,Toosie Slide,466cKvZn1j45IpxDdYZqdA,0.83,0.49,1,-8.82,0,0.209,3.04e-06,0.113,0.845,81.604,247059,4,7
2392,Lil Mosey,Certified Hitmaker,Blueberry Faygo,22LAwLoDA5b4AaGSkg6bKW,0.774,0.5539999999999999,0,-7.909,1,0.0383,0.0,0.132,0.349,99.03399999999999,162547,4,6
2393,Kygo,Born To Be Yours,Born To Be Yours,2hoigtnMAjSejRi1hHk99w,0.688,0.688,3,-5.84,1,0.0357,0.0,0.0982,0.451,114.01100000000001,193321,4,6
2394,Meek Mill,Championships,Going Bad (feat. Drake),2IRZnDFmlqMuOrYOLnZZyc,0.889,0.496,4,-6.365,0,0.0905,0.0,0.252,0.544,86.00299999999999,180522,4,7
2395,Axwell /\ Ingrosso,More Than You Know,More Than You Know,6h5PAsRni4IRlxWr6uDPTP,0.6459999999999999,0.741,5,-4.973,0,0.034,0.0,0.312,0.5710000000000001,123.07700000000001,203000,4,7
2396,JP Saxe,If the World Was Ending (feat. Julia Michaels),If the World Was Ending - feat. Julia Michaels,2kJwzbxV2ppxnQoYw4GLBZ,0.46399999999999997,0.473,1,-10.086,1,0.129,0.0,0.109,0.604,75.801,208687,4,2
2397,Dennis Lloyd,Nevermind,Nevermind,63SevszngYpZOwf63o61K4,0.6,0.688,5,-8.339,0,0.201,1.29e-05,0.409,0.0793,99.977,156600,4,5
2398,Khalid,American Teen,Young Dumb & Broke,5Z3GHaZ6ec9bsiI5BenrbY,0.7979999999999999,0.539,1,-6.351,1,0.0421,1.66e-05,0.165,0.39399999999999996,136.94899999999998,202547,4,6
2399,BLACKPINK,KILL THIS LOVE,Kill This Love,18PergoIrGmRyeYxnaXJN2,0.738,0.861,2,-4.141,1,0.237,0.00175,0.325,0.58,131.974,189052,4,1
2400,Regard,Ride It,Ride It,2tnVG71enUj33Ic2nFN6kZ,0.88,0.7509999999999999,7,-4.258,0,0.0874,6.43e-05,0.106,0.884,117.948,157606,4,7
2401,Loud Luxury,Body,Body,21RzyxY3EFaxVy6K4RqaU9,0.752,0.764,1,-4.399,1,0.038,9.44e-05,0.0543,0.5820000000000001,121.958,163216,4,6
2402,Alan Walker,"Alone, Pt. II","Alone, Pt. II",0bMbDctzMmTyK2j74j3nF3,0.67,0.6679999999999999,3,-4.306,0,0.0422,0.0,0.133,0.608,88.03299999999999,179053,4,7
2403,Kygo,Higher Love,Higher Love,6oJ6le65B3SEqPwMRNXWjY,0.693,0.6779999999999999,8,-7.159,1,0.0324,6.05e-06,0.10099999999999999,0.40399999999999997,103.95200000000001,228267,4,6
2404,Chris Brown,Indigo,No Guidance (feat. Drake),6XHVuErjQ4XNm6nDPVCxVX,0.698,0.45399999999999996,1,-6.756,0,0.151,0.0,0.155,0.13699999999999998,92.932,260640,4,7
2405,Lewis Capaldi,Divinely Uninspired To A Hellish Extent (Extended Edition),Before You Go,2gMXnyrvIjhVBUZwvLZDMP,0.45899999999999996,0.575,3,-4.8580000000000005,1,0.0573,0.0,0.0885,0.183,111.881,215107,4,2
2406,Luis Fonsi,Despacito Feat. Justin Bieber (Remix),Despacito - Remix,5CtI0qwDJkDQGwXD1H1cLb,0.6940000000000001,0.815,2,-4.328,1,0.12,0.0,0.0924,0.813,88.931,228827,4,6
