,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
21,Rod Stewart,If We Fall in Love Tonight,All for Love,4lsEHglVsLzILTDQ3CNESV,0.51,0.44,2,-11.015,1,0.0293,0,0.0994,0.135,74.8,281200,4
22,TLC,Crazysexycool,Waterfalls,6qspW4YKycviDFjHBOaqUY,0.77,0.505,1,-7.345,1,0.0828,7.4e-05,0.0777,0.757,171.798,279507,4
23,Roxette,Joyride (Extended Version),Fading Like A Flower (Every Time You Leave),3r6lBKYbdru7e7ky2MiF75,0.609,0.668,0,-5.738,1,0.026,0,0.219,0.319,105.419,230680,4
24,George Michael,Faith,Father Figure - Remastered,0L0T4tMAaGqLgIVj1MOj9t,0.689,0.333,3,-13.288,1,0.0262,3.36e-05,0.0853,0.284,101.988,336667,4
25,Wilson Phillips,Wilson Phillips,Hold On,4VZDv8sASBS8UruUBGTFdk,0.679,0.657,5,-9.897,1,0.0255,0,0.0497,0.546,97.8,266867,4
26,Boyzone,A Different Beat,Picture Of You,2AlVWg58iy4Cx6KqD0XYu2,0.768,0.919,0,-6.066,1,0.0416,1.14e-06,0.366,0.862,116.649,206040,4
27,TLC,Crazysexycool,Creep,1aWV3uY3SIEZVbmv45oFWS,0.811,0.458,5,-9.688,0,0.0402,1.41e-06,0.0526,0.797,92.94,268533,4
28,B*Witched,C'est la Vie: The Collection,C'est La Vie,0P6CPJrNJ1Zt755CQTWg3S,0.705,0.936,7,-5.109,1,0.0306,0.000124,0.0506,0.939,109.004,173693,4
29,All Saints,All Saints,Never Ever,7ziHnshbknkpFLDW5yGBjO,0.738,0.541,1,-5.485,1,0.0311,0,0.0492,0.309,134.187,387573,4
30,Robbie Williams,I've Been Expecting You,She's The One,4lO57zZGFcj7vSY4QhfVDq,0.243,0.609,10,-8.451,1,0.0323,1.13e-05,0.221,0.333,166.668,258027,4
31,Go West,Indian Summer,The King of Wishful Thinking,4UQLQJu3DNvVkMVglwElU2,0.669,0.868,0,-7.377,1,0.0527,0,0.0991,0.913,107.885,241760,4
32,Duran Duran,Duran Duran,Ordinary World,0wokCRaKD0zPNhMRXAgVsr,0.472,0.652,1,-10.171,0,0.0305,1.12e-05,0.14,0.401,140.124,340200,4
33,Various Artists,Tarzan Original Soundtrack (German Version),You'll Be In My Heart,0LXosXV9ZvmzIpzUsOMuLv,0.568,0.748,8,-6.523,1,0.0298,4.48e-06,0.0932,0.615,96.699,258400,4
34,Lionel Richie,Back To Front,Endless Love,5iwyLsQ5yjnCaRrJGyAPZM,0.483,0.268,10,-11.809,1,0.0257,0.0163,0.145,0.182,93.47,266800,4
35,Simply Red,Stars (Collector's Edition),Stars,75CgD6l7K4qMzZrn4CbZqz,0.716,0.818,7,-7.456,1,0.0256,0.000806,0.236,0.817,103.668,248600,4
36,Genesis,We Can't Dance,I Can't Dance - Remastered 2007,7safX55XidhznxK5eDdDm5,0.916,0.523,3,-9.733,1,0.0521,1.13e-05,0.0488,0.88,107.564,241360,4
37,Nick Kamen,Move Until We Fly,I Promised Myself,5jVJAojK3LFKETjI2gYb8O,0.581,0.801,9,-12.282,1,0.0306,0.00171,0.0326,0.692,128.179,240773,4
38,S Club 7,S Club,Bring It All Back,3v0uXfyMEZ1lGvBOv1Y4ar,0.679,0.903,4,-4.914,1,0.0463,0,0.372,0.872,108.114,213600,4
39,Meredith Brooks,Blurring The Edges,Bitch,3i6qNxyVgIdUZTTi5m25EM,0.617,0.886,9,-5.953,1,0.055,9.63e-05,0.0523,0.629,96.328,252760,4
40,Lisa Loeb & Nine Stories,Tails,Stay,7Lwo27zrXusqUlAaTgnytp,0.676,0.592,1,-6.887,1,0.0452,0,0.107,0.337,80.316,183760,4
41,Jewel,Pieces Of You,You Were Meant For Me,14sVnTYvfzo9sQM4RkQTaq,0.582,0.33,6,-7.928,1,0.0347,1.48e-06,0.105,0.407,111.873,254480,4
42,Smash Mouth,Astro Lounge,All Star,3cfOd4CMv2snFaKAnMdnvK,0.731,0.867,11,-5.881,1,0.032,0,0.0861,0.776,104.019,200373,4
43,Babyface,The Day,Every Time I Close My Eyes (with Kenny G),2ezqQeBiC72gwMJoO4w1hA,0.654,0.417,5,-7.699,1,0.025,0,0.0963,0.279,143.676,296267,4
44,Robin S,Show Me Love,Show Me Love,4t0UsYzmmmZRMTWn77jiGF,0.811,0.833,5,-4.259,1,0.153,2.06e-05,0.0769,0.567,120.258,252107,4
45,Metallica,Metallica,Nothing Else Matters,0nLiqZ6A27jJri2VCalIUs,0.553,0.362,4,-11.218,0,0.0263,6.01e-06,0.075,0.158,142.352,388267,3
46,Blackstreet,Another Level,No Diggity,6MdqqkQ8sSC0WB4i8PyRuQ,0.867,0.646,1,-4.674,0,0.288,0,0.279,0.67,88.634,304600,4
47,Bryan Adams,On A Day Like Today,When You're Gone,7p9dd71JR2ucoAuO1Sy0VZ,0.546,0.931,0,-6.344,1,0.0341,2.92e-05,0.11,0.643,125.495,204893,4
48,Céline Dion,The Colour Of My Love,The Power of Love,5kK1Iru9ogP3Iy1zsANU1n,0.546,0.519,8,-9.072,1,0.0291,0.00046,0.24,0.247,140.054,342400,4
49,Cher,Believe,Believe,2goLsvvODILDzeeiT4dAoR,0.652,0.917,6,-6.72,1,0.0548,0,0.0509,0.459,132.975,239027,4
50,Enrique Iglesias,Enrique,Rhythm Divine,4XifD1V0kWoG4WwsXTwS3y,0.628,0.971,9,-2.713,0,0.16,0,0.0937,0.443,101.999,209773,4
51,MC Hammer,Please Hammer Don't Hurt 'Em,U Can't Touch This,1B75hgRqe7A4fwee3g3Wmu,0.867,0.517,11,-13.222,0,0.0875,0.000339,0.0864,0.866,133.148,257360,4
52,Bryan Adams,Waking Up The Neighbours,(Everything I Do) I Do It For You,1Eb90nmqTrxylKFhcUzW8P,0.533,0.36,1,-12.633,1,0.0282,1.03e-05,0.0631,0.299,131.229,393640,4
53,Michael Jackson,Dangerous,Heal the World,7woW97CfcWaKtuC6W5BP2K,0.545,0.485,9,-8.045,1,0.0485,1.8e-06,0.104,0.101,80.948,384307,4
54,Ms. Lauryn Hill,The Miseducation of Lauryn Hill,Doo Wop (That Thing),2bZfoRmADhlF5gMCSZ4pDS,0.535,0.505,2,-8.926,0,0.245,0,0.0923,0.495,99.935,320267,4
55,Enrique Iglesias,Enrique,Could I Have This Kiss Forever,01qCxvpyyIm0a0RG3uYxEm,0.457,0.892,10,-5.926,0,0.0986,4.46e-06,0.141,0.508,93.664,235293,4
56,Boyz II Men,II,I'll Make Love To You,7dfl9X38RhIvB3oSmmneq3,0.559,0.49,2,-8.06,1,0.0247,0,0.099,0.202,142.447,236760,3
57,Diana King,Tougher Than Love,Shy Guy,3ldG6XCLDXxWg1N6XhrSKo,0.714,0.825,11,-5.447,0,0.0751,0.000569,0.049,0.751,94.074,258560,4
58,En Vogue,EV3,Don't Let Go (Love),06TuMCjDEYjTOJScCRzmjf,0.618,0.688,5,-5.867,0,0.0477,6.32e-06,0.3,0.561,78.311,291880,4
59,Savage Garden,Savage Garden,Truly Madly Deeply,013AWvizllIUEC2FOBzOnh,0.555,0.698,0,-8.874,1,0.0287,0,0.0851,0.816,168.12,277267,4
60,Brandy,Never Say Never,The Boy Is Mine,6sHsXIJoEN5JpdkGMQDJxt,0.704,0.707,1,-6.537,0,0.0391,0.00106,0.318,0.761,93.145,294787,4
61,Boyz II Men,Cooleyhighharmony (Bonus Tracks Version),End Of The Road,3l3xTXsUXeWlkPqzMs7mPD,0.64,0.427,5,-9.29,0,0.0241,0,0.0579,0.529,149.703,351467,3
62,Jamiroquai,Travelling Without Moving (Remastered),Virtual Insanity - Remastered,2Bxt2qamL6iu0XN0Td484J,0.618,0.893,6,-6.475,1,0.109,3.17e-05,0.285,0.515,91.972,340907,4
63,Madonna,Celebration (double disc version),Vogue,27QvYgBk0CHOVHthWnkuWt,0.737,0.88,6,-6.449,1,0.0433,0.00351,0.417,0.329,115.998,316813,4
64,Mr. President,We See The Same Sun,Coco Jamboo - Radio Version,6rQ9qJPvInEqSzlh89LsPJ,0.832,0.838,1,-5.414,0,0.0421,0,0.152,0.965,100.019,218733,4
65,Mariah Carey,Daydream,One Sweet Day,7ySbfLwdCwl1EM0zNCJZ38,0.568,0.495,1,-8.964,1,0.0299,0,0.0839,0.303,128.234,281067,4
66,No Doubt,Tragic Kingdom,Just A Girl,36bOT34EdRNrNhCWMwNJKu,0.641,0.914,2,-4.798,1,0.05,6.54e-05,0.132,0.723,107.996,208400,4
67,R.E.M.,Automatic For The People (U.S. Version),Everybody Hurts,4tCWWnk3BXinf7FllmSyHW,0.254,0.383,2,-8.036,1,0.0282,0.0237,0.172,0.178,188.2,318240,3
68,Ricky Martin,Ricky Martin,Livin' la Vida Loca,0Ph6L4l8dYUuXFmb71Ajnd,0.425,0.954,1,-3.756,0,0.0476,0,0.0555,0.933,178.043,243160,4
69,Robbie Williams,Life Thru A Lens,Let Me Entertain You,0SLtqCrXBRrnkxSOMA3X4W,0.478,0.965,10,-5.022,1,0.0642,0.00251,0.0854,0.347,125.152,262000,4
70,Roxette,Joyride (2009 Version),Joyride,7CBy5lwwNECPDjsksQrxxB,0.631,0.77,2,-5.315,1,0.0267,0,0.481,0.734,102.348,263093,4
71,Seal,Seal,Crazy,10tdqQKFhddpkjzxllTVRj,0.633,0.846,4,-6.744,0,0.0426,0.00341,0.11,0.899,102.871,268040,4
72,Santana,Supernatural (Legacy Edition),Smooth,3kenIsD2tMzxb8XtJlxi5J,0.609,0.923,9,-3.908,1,0.0338,4.73e-06,0.295,0.961,115.996,294987,4
73,Shania Twain,Come On Over (International Version),Man! I Feel Like A Woman!,6q9orQ8lTnKFqBhxRB0bY5,0.664,0.889,10,-3.058,1,0.0468,0,0.298,0.729,124.986,233000,4
74,Spice Girls,Spiceworld,Stop,3FteycP8CaXS1MhjcXekVT,0.722,0.845,2,-4.446,0,0.0308,0,0.0561,0.965,130.13,204754,4
75,Céline Dion,Let's Talk About Love,"My Heart Will Go On - Love Theme from ""Titanic""",3oEHQmhvFLiE7ZYES0ulzv,0.428,0.276,4,-11.729,1,0.0312,5.33e-06,0.117,0.0382,99.195,280000,1
76,Tom Jones,Reload,Sexbomb,6KHXp9QKpRuBQPLDOiZlsV,0.801,0.876,8,-3.94,0,0.0446,1.38e-05,0.104,0.932,122.98,211893,4
77,Spin Doctors,Pocket Full Of Kryptonite,Two Princes,4ePP9So5xRzspjLFVVbj90,0.543,0.912,7,-10.71,1,0.0601,2.1e-06,0.0565,0.836,103.731,256733,4
78,Take That,Take That Greatest Hits,How Deep Is Your Love,7pUARNBq1Puwna5LrAhosi,0.786,0.376,4,-14.285,1,0.0273,0.000611,0.186,0.437,99.992,221000,4
79,Spice Girls,Spice,2 Become 1,36AWdhZIGLUTkWpJDhe7va,0.646,0.665,6,-7.878,1,0.0268,1.97e-05,0.238,0.7,143.966,241027,4
80,Toni Braxton,Secrets,Un-Break My Heart,5Ihd9HrPvOADyVoonH9ZjB,0.625,0.426,2,-8.392,0,0.0271,0,0.116,0.112,110.018,270333,4
81,Whitney Houston,The Bodyguard - Original Soundtrack Album,I'm Every Woman,2eHj0klWkwRQuIrNlPpCPa,0.666,0.848,5,-8.312,0,0.0529,0.00295,0.126,0.402,119.541,285107,4
82,Bruce Springsteen,The Essential Bruce Springsteen,Streets of Philadelphia,33PYfsUghmJi6rcKCfJ7my,0.728,0.249,5,-15.429,1,0.0328,0.216,0.0875,0.452,93.683,195800,4
83,Big Mountain,Unity,"Baby, I Love Your Way",2le9fblYnfoLr9dkZIsJUa,0.651,0.747,1,-7.269,0,0.0699,0,0.207,0.776,147.518,249520,4
84,Will Smith,Big Willie Style,"Men In Black - From ""Men In Black"" Soundtrack",2FK7fxjzQEXD7Z32HSF0Hl,0.801,0.581,5,-8.491,0,0.0681,0.000318,0.0971,0.656,107.545,227267,4
85,Cher,Believe,Strong Enough,144JMbvbR5txNzoZ112wo4,0.593,0.923,0,-6.19,1,0.101,0,0.29,0.587,124.862,224000,4
86,Whitney Houston,My Love Is Your Love,It's Not Right But It's Okay,3M5CUQzQ59GdpADOQiVW99,0.805,0.807,1,-7.076,1,0.0833,0.000893,0.0729,0.527,127.901,292400,4
87,Destiny's Child,The Writing's On The Wall,Say My Name,2gSyc23Hua25fqSFpgAh6W,0.522,0.676,5,-3.571,0,0.16,0,0.134,0.746,67.427,271333,4
88,Eric Clapton,Unplugged,Layla,4fvTMIZhXaaLokgmo4uMqF,0.51,0.389,2,-14.317,0,0.0384,0.000398,0.644,0.621,94.04,260440,4
89,Will Smith,Big Willie Style,Gettin' Jiggy Wit It,0weAUscowxeqDtpCgtbpgp,0.881,0.874,6,-4.505,1,0.139,1.14e-06,0.154,0.858,107.891,227933,4
90,Eros Ramazzotti,Dove c'è musica,Più bella cosa,0KligwQn4Iy344p2Q5m6k6,0.691,0.76,8,-6.82,1,0.0262,0,0.217,0.639,110.008,265027,4
91,Whitney Houston,My Love Is Your Love,When You Believe (with Mariah Carey) - from The Prince of Egypt,0JN7vUgUolHGHFrOR8xk7S,0.436,0.39,1,-9.62,0,0.0326,0,0.12,0.119,125.313,272893,4
92,Faith No More,Angel Dust,Easy,4zzvMG8KrsykYtvFEJ99Cl,0.506,0.554,10,-6.743,0,0.0339,0.000355,0.112,0.375,124.724,186960,4
93,Hanson,MmmBop : The Collection,MMMBop,1reVP49LT6RsV6kYY9lTZz,0.685,0.948,9,-5.182,1,0.0457,0.00347,0.17,0.628,104.881,267947,4
94,Will Smith,Big Willie Style,Miami,6e8Ou0wiqAzIpWb2eSxll8,0.877,0.534,1,-6.178,1,0.15,1.67e-05,0.0441,0.89,108.17,197560,4
95,Eros Ramazzotti,Tutte storie,Cose della vita,7L93Qjqgh05ZuFflWWyTjN,0.502,0.603,6,-9.496,0,0.0311,0.000504,0.224,0.474,176.199,288893,4
96,Shania Twain,Come On Over,You're Still The One,1wb4P4F0sxAQ2KXrRvsx6n,0.585,0.494,3,-8.751,1,0.0353,0,0.0886,0.634,133.822,212200,4
97,Guns N' Roses,Use Your Illusion I,November Rain,3YRCqOhFifThpSRFJ1VWFM,0.294,0.641,11,-9.316,1,0.0291,0.22,0.112,0.226,79.759,536067,4
98,George Michael,Ladies And Gentlemen... The Best Of George Michael,Don't Let the Sun Go Down on Me,0q90594hk25yo0xZmBTqCd,0.432,0.551,0,-8.096,1,0.0289,1.77e-06,0.472,0.253,136.465,346960,4
99,Dido,No Angel,Thank You,3yUcJwYu7fXAfqMj9krY6l,0.725,0.583,1,-9.942,0,0.0424,0.000215,0.0665,0.765,79.984,218360,4
0,Iyaz,Replay,Replay,5vlEg2fT4cFWAqU5QptIpQ,0.706,0.751,9,-6.323,1,0.0708,0,0.168,0.195,91.031,182307,4
1,Shaggy,Hot Shot,It Wasn't Me,3WkibOpDF7cQ5xntM1epyf,0.853,0.606,0,-4.596,1,0.0713,0,0.313,0.654,94.759,227600,4
2,Pitbull,Global Warming: Meltdown (Deluxe Version),Timber (feat. Ke$ha),3cHyrEgdyYRjgJKSOiOtcS,0.581,0.963,11,-4.087,1,0.0981,0,0.139,0.788,129.992,204160,4
3,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES),I Gotta Feeling,4vp2J1l5RD4gMZwGFLfRAu,0.743,0.766,0,-6.375,1,0.0265,0,0.509,0.61,127.96,289133,4
4,Vance Joy,Dream Your Life Away (Special Edition),Riptide,3JvrhDOgAt6p7K8mDyZwRd,0.484,0.731,1,-6.694,1,0.0379,0,0.151,0.51,101.654,204280,4
5,Kanye West,Graduation,Stronger,4fzsfWzRhPawzqhX8Qt9F3,0.617,0.717,10,-7.858,0,0.153,0,0.408,0.49,103.992,311867,4
6,Justin Bieber,My World 2.0,Baby,6epn3r7S14KUqlReYr77hA,0.728,0.859,5,-5.237,0,0.137,0,0.111,0.535,65.043,214240,4
7,Nicki Minaj,Pink Friday ... Roman Reloaded (Deluxe),Starships,59RSrxkSKSixEWBAIvE5Wa,0.747,0.716,11,-2.457,0,0.0751,0,0.251,0.751,125.006,210627,4
8,Train,"Hey, Soul Sister","Hey, Soul Sister",0KpfYajJVVGgQ32Dby7e9i,0.675,0.885,1,-4.432,0,0.0436,0,0.086,0.768,97.03,216667,4
9,Taio Cruz,The Rokstarr Hits Collection,Dynamite,2CEgGE6aESpnmtfiZwYlbV,0.751,0.783,4,-3.724,1,0.0859,0,0.036,0.816,119.975,202613,4
10,Miley Cyrus,The Time Of Our Lives,Party In The U.S.A.,5Q0Nhxo0l2bP3pNjpGJwV1,0.652,0.698,10,-4.667,0,0.042,0.000115,0.0886,0.47,96.021,202067,4
11,The Macrobats,Weymouth,Weymouth,59OLFGlouL5OlvCZ8JVP1s,0.384,0.194,9,-20.788,0,0.035,0.941,0.111,0.0736,152.071,255605,4
12,Maroon 5,Overexposed,Payphone,1LmN9SSHISbtp9LoaR5ZVJ,0.739,0.756,4,-4.828,1,0.0394,0,0.37,0.523,110.028,231387,4
13,Visual Eyes,It's Only Human,It's Only Human,4x1QQZTvQ16ol5OoNSnmXS,0.559,0.617,11,-6.04,0,0.0415,0.000146,0.0748,0.538,134.995,315555,4
14,Nicki Minaj,Pink Friday (Deluxe),Super Bass,0iYebKFUSfF72fUu2OW6ZT,0.72,0.861,11,-4.339,1,0.209,5.11e-06,0.601,0.669,126.991,200013,4
15,Bruno Mars,Doo-Wops & Hooligans,Just the Way You Are,7BqBn9nzAq8spo5e7cZ0dJ,0.637,0.843,5,-5.413,1,0.0432,0,0.0876,0.434,109.012,220733,4
16,Taylor Swift,Red (Deluxe Edition),I Knew You Were Trouble.,0ciHz919LVKoH4zgxyMPZ9,0.622,0.469,3,-6.798,0,0.0363,2.25e-06,0.0398,0.679,77.019,217973,4
17,OutKast,Speakerboxxx/The Love Below,Hey Ya! - Radio Mix / Club Mix,5WQ1hIc5d2EVbRQ8qsj8Uh,0.719,0.967,0,-2.435,1,0.0552,0.000249,0.206,0.964,79.505,235213,4
18,Katy Perry,Katy Perry - Teenage Dream: The Complete Confection,Firework,4lCv7b86sLynZbXhfScfm2,0.638,0.826,8,-4.968,1,0.0479,0,0.0803,0.649,124.072,227880,4
19,Adele,21,Someone Like You,4kflIGfjdZJW4ot2ioixTB,0.559,0.33,9,-8.251,1,0.0285,0,0.0975,0.285,135.109,285040,4
20,The Weeknd,Beauty Behind The Madness,The Hills,7fBv7CLKzipRk6EC6TWHOB,0.585,0.564,0,-7.063,0,0.0515,0,0.135,0.137,113.003,242253,4
21,Beyoncé,I AM...SASHA FIERCE,Halo,4JehYebiI9JE8sR8MisGVb,0.508,0.72,11,-5.908,0,0.0628,0,0.0563,0.472,79.983,261640,4
22,LMFAO,Sorry For Party Rocking,Party Rock Anthem,0IkKz2J93C94Ei4BvDop7P,0.75,0.727,5,-4.21,0,0.142,0,0.266,0.359,129.993,262173,4
23,Various Artists,Pure... 2000s Party,TiK ToK,6zQlRd6tvEVJm59P8PMj7o,0.745,0.667,2,-6.781,0,0.121,0,0.283,0.633,120.046,199733,4
24,Usher,Yeah!,Yeah!,2PkeVPcL32LA96cK5ySC3c,0.895,0.795,2,-4.693,1,0.0977,0,0.0403,0.574,105.004,250067,4
25,Grouplove,Never Trust a Happy Song,Tongue Tied,0GO8y8jQk1PkHzS31d699N,0.56,0.936,3,-5.835,1,0.0439,0,0.161,0.371,112.96,218013,4
26,OneRepublic,Waking Up,Secrets,1NhPKVLsHhFUHIOZ32QnS2,0.516,0.764,2,-6.223,1,0.0366,0,0.115,0.376,148.021,224693,4
27,Imagine Dragons,Night Visions,Radioactive,4G8gkOterJn0Ywt6uhqbhp,0.448,0.784,9,-3.686,1,0.0627,0.000108,0.668,0.236,136.245,186813,4
28,Kid Cudi,Man On The Moon: The End Of Day (Int'l Version),Pursuit Of Happiness (Nightmare),4kTLpAbhuEGHAAdDjOIWaa,0.627,0.589,0,-9.056,1,0.0405,7.05e-05,0.324,0.247,115.284,295293,4
29,Icona Pop,THIS IS... ICONA POP,I Love It (feat. Charli XCX),6HZ9VeI5IRFCNQLXhpF4bq,0.711,0.906,8,-2.671,1,0.0284,1.64e-05,0.153,0.824,125.916,157153,4
30,Gnarls Barkley,St. Elsewhere,Crazy,2N5zMZX7YeL1tico8oQxa9,0.835,0.741,8,-1.609,1,0.0339,0.0577,0.0826,0.612,111.963,182066,4
31,The Macrobats,One I Can't Ignore,One I Can't Ignore,6W0LWlasbqwMGxn87NLgKh,0.755,0.387,7,-10.267,1,0.0463,0.199,0.112,0.234,104.942,252570,4
32,Owl City,Ocean Eyes,Fireflies,3DamFFqW32WihKkTVlwTYQ,0.512,0.662,3,-6.797,1,0.0439,0,0.118,0.472,180.114,228347,4
33,Bastille,Bad Blood,Pompeii,3gbBpTdY8lnQwqxNCcf795,0.679,0.715,9,-6.383,1,0.0407,0,0.271,0.571,127.435,214148,4
34,Gym Class Heroes,The Papercut Chronicles II,Stereo Hearts (feat. Adam Levine),0qOnSQQF0yzuPWsXrQ9paz,0.646,0.795,9,-3.293,1,0.0976,0,0.267,0.796,89.99,210960,4
35,Shakira,"Oral Fixation, Vol. 2 (Expanded Edition)",Hips Don't Lie (feat. Wyclef Jean),3ZFTkvIE7kyPt6Nu3PEa7V,0.778,0.824,10,-5.892,0,0.0712,0,0.405,0.756,100.024,218093,4
36,Rihanna,Good Girl Gone Bad: Reloaded,Don't Stop The Music,0ByMNEPAPpOR5H69DVrTNy,0.835,0.669,6,-5.582,0,0.0643,6.92e-05,0.0535,0.542,122.668,267080,4
37,Lady Gaga,The Fame Monster (International Deluxe),Poker Face,0le79px2kIBXQDxUe8ZUGP,0.851,0.806,4,-4.618,1,0.0788,1.39e-06,0.122,0.775,119.002,237200,4
38,Black Eyed Peas,Elephunk,Where Is The Love?,1FreAz1lmnDi5aKLB6GdFM,0.835,0.687,5,-3.18,1,0.184,0,0.132,0.828,94.059,272533,4
39,Britney Spears,In The Zone,Toxic,6I9VzXrHxO9rA9A5euc8Ak,0.774,0.838,5,-3.914,0,0.114,0.025,0.242,0.924,143.04,198800,4
40,Ariana Grande,Yours Truly,The Way,06EL94D0TA27Ik0Ke5usbj,0.645,0.877,5,-3.208,0,0.113,0,0.0759,0.861,82.324,227027,4
41,Coldplay,Viva La Vida or Death and All His Friends,Viva La Vida,1mea3bSkSGXuIRvnydlB5b,0.485,0.619,5,-7.115,0,0.0289,3.31e-06,0.109,0.416,138.017,242373,4
42,Hozier,Hozier,Take Me To Church,3dYD57lRAUcMHufyqn9GcI,0.566,0.664,4,-5.303,0,0.0464,0,0.116,0.437,128.945,241688,4
43,LOUD HOUND,I Hate California,I Hate California,1wq9QvFBog4PceSCbwzsw6,0.602,0.582,5,-7.565,0,0.0325,4.05e-05,0.355,0.42,81.986,152000,4
44,Selena Gomez & The Scene,When The Sun Goes Down,Love You Like A Love Song,0laYHRpNTS6i8FXdupHkJ4,0.858,0.678,1,-3.87,0,0.0469,0,0.0741,0.922,117.009,188453,4
45,AWOLNATION,Megalithic Symphony Deluxe,Sail,5xhQChGGhKLWqBqX4XhtYE,0.825,0.435,1,-9.582,1,0.0568,0.609,0.0953,0.243,119.038,259102,4
46,Far East Movement,Free Wired,Like A G6,4DvhkX2ic4zWkQeWMwQ2qf,0.435,0.837,3,-8.126,1,0.449,0,0.117,0.778,124.913,216893,4
47,Beyoncé,I AM...SASHA FIERCE,Single Ladies (Put a Ring on It),5R9a4t5t5O0IsznsrKPVro,0.426,0.584,1,-5.293,1,0.296,0,0.188,0.272,193.437,193213,4
48,Rihanna,ANTI,Love On The Brain,2aksifNn5ph8igDOkPBA02,0.509,0.637,4,-4.83,0,0.0471,1.08e-05,0.0789,0.378,172.006,224000,3
49,The Fray,How To Save A Life,How to Save a Life,5fVZC9GiM4e8vu99W0Xf6J,0.64,0.743,10,-4.08,1,0.0379,0,0.101,0.361,122.035,262533,4
50,The Macrobats,Shivers,Shivers,43OyGApGeirDOLmSD9aiy2,0.577,0.132,7,-14.755,1,0.0283,0.721,0.11,0.136,143.863,289167,4
51,Jason Derulo,Jason Derulo,Whatcha Say,67T6l4q3zVjC5nZZPXByU8,0.615,0.711,11,-5.507,1,0.0779,0,0.145,0.711,144.036,221253,4
52,Flo Rida,Wild Ones,Wild Ones (feat. Sia),1NpW5kyvO4XrNJ3rnfcNy3,0.608,0.86,5,-5.324,0,0.0554,0,0.262,0.437,127.075,232947,4
53,Black Eyed Peas,Monkey Business,Pump It,2ygMBIctKIAfbEBcT9065L,0.648,0.931,1,-3.15,0,0.181,0,0.752,0.744,153.649,213067,4
54,Various Artists,The Twilight Saga: Breaking Dawn - Part 1 (Original Motion Picture Soundtrack),A Thousand Years,1QUpqu8865jfasDr8M3IKN,0.421,0.407,10,-7.445,1,0.0267,0.000961,0.11,0.161,139.028,285120,3
55,Bruno Mars,Doo-Wops & Hooligans,The Lazy Song,1ExfPZEiahqhLyajhybFeS,0.738,0.804,11,-3.851,1,0.0621,0,0.279,0.949,174.943,190213,4
56,Daft Punk,Random Access Memories,Get Lucky (feat. Pharrell Williams & Nile Rodgers),69kOkLUCkxIZYexIgSG8rq,0.81,0.793,6,-9.404,0,0.0403,1.82e-06,0.072,0.863,116.049,369627,4
57,Imagine Dragons,Night Visions,Demons,3LlAyCYU26dvFZBDUIMb7a,0.505,0.71,3,-3.015,1,0.0321,0.00025,0.329,0.428,89.938,175200,4
58,Fergie,The Dutchess,Fergalicious,6Q44rxzH39y2tjic98Spo5,0.906,0.584,8,-7.72,0,0.316,0,0.128,0.831,129.055,292373,4
59,Carly Rae Jepsen,Kiss (Deluxe),Call Me Maybe,3TGRqZ0a2l1LRblBkJoaDx,0.783,0.58,7,-6.548,1,0.0408,2.28e-06,0.108,0.66,120.021,193400,4
60,Taylor Swift,1989,Bad Blood,273dCMFseLcVsoSWx59IoE,0.652,0.802,7,-6.114,1,0.181,6.45e-06,0.148,0.295,170.157,211933,4
61,Bruno Mars,Doo-Wops & Hooligans,Count on Me,7l1qvxWjxcKpB9PCtBuTbU,0.577,0.397,0,-5.98,1,0.028,0,0.0772,0.509,89.044,197373,4
62,LMFAO,Sorry For Party Rocking (Deluxe Version),Sexy And I Know It,0obBFrPYkSoBJbvHfUIhkv,0.707,0.861,7,-4.225,1,0.316,0,0.191,0.795,130.021,199480,4
63,Katy Perry,Teenage Dream,California Gurls,6KOEK6SeCEZOQkLj5M1PxH,0.788,0.753,0,-3.71,1,0.0536,0,0.18,0.403,125.005,234653,4
64,The Wanted,The Wanted (Special Edition),Glad You Came,3AGOgQzp0YcPH41u9p7dOp,0.61,0.841,7,-4.579,0,0.0692,9.85e-06,0.118,0.431,126.889,198187,4
65,The Macrobats,I'll Do It Again,I'll Do It Again,1SDKfHhfBUBciO2AUwuvgI,0.541,0.33,0,-11.628,1,0.0242,0.0717,0.114,0.118,92.977,193035,4
66,Maroon 5,Songs About Jane: 10th Anniversary Edition,This Love,6ECp64rv50XVz93WvxXMGF,0.712,0.862,5,-4.612,0,0.0378,0,0.093,0.809,95.051,206200,4
67,Maroon 5,Hands All Over,Moves Like Jagger - Studio Recording From The Voice Performance,7LcfRTgAVTs5pQGEQgUEzN,0.722,0.758,11,-4.477,0,0.0471,0,0.308,0.62,128.047,201160,4
68,Black Eyed Peas,The Beginning (Deluxe),The Time (Dirty Bit),7vWFaMq63AwkFDhS2OAg5u,0.816,0.813,6,-7.798,0,0.0664,2.77e-06,0.602,0.436,127.979,307640,4
69,David Guetta,Nothing but the Beat,Without You (feat. Usher),7rGMKCgeYXpBecQ1FPb3oc,0.608,0.614,2,-3.727,1,0.0285,3.82e-06,0.157,0.402,127.885,208133,4
