,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
65,Claude Debussy,Debussy Piano Edition,"Rêverie, L. 68: Rêverie",43bSKCMWHIuBsUVmQcDX1J,0.296,0.00896,7,-31.948,0,0.0394,0.91,0.0815,0.0673,69.44,257000,3
66,John Williams,Schindler's List,Theme From Schindler's List,42gZM6AQ9BDMaTyTmMDVlN,0.142,0.113,2,-25.362,0,0.0415,0.838,0.107,0.0697,98.575,255693,1
67,Antonio Vivaldi,Vivaldi: The Four Seasons,"The Four Seasons - Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": I. Allegro non molto",64ZxBE1ZgK4C0lGljXzDcG,0.48,0.163,5,-19.117,0,0.0645,0.754,0.093,0.212,158.366,204147,4
68,Royal Philharmonic Orchestra,Last Night of the Proms,Young Person's Guide To The Orchestra,0w4LgJ5G1Xz5jLS3HX8oyq,0.218,0.117,0,-18.585,1,0.0489,0.861,0.15,0.0599,77.009,1050893,4
69,Wolfgang Amadeus Mozart,Mozart: Music for 2 Pianos; Piano Duets (2 CDs),"Sonata for 2 pianos in D, K.448: 1. Allegro con spirito",5i7bLnNE0R3m1MNUY7UsqT,0.377,0.173,9,-21.377,1,0.0329,0.909,0.103,0.558,132.187,500500,4
70,Various Artists,Soft Classical Music for Sleeping,"The Gadfly Suite, Op. 97a: VIII. Romance",6VDHdry8ytOL2WWbePDxSD,0.116,0.0694,0,-23.624,1,0.0497,0.644,0.109,0.0377,169.789,195333,4
71,Francis Poulenc,"Poulenc: Piano Concerto, Organ Concerto & Stabat Mater (Live)","Piano Concerto in C-Sharp Minor, FP 146: I. Allegretto commodo - Live",6kg7bfwsTKzRqnBGGv4VqR,0.193,0.0839,8,-22.849,1,0.0406,0.822,0.118,0.0569,85.556,580253,4
72,Moscow Soloists,Tchaikovsky: Serenade for Strings - Grieg: Holberg Suite - Mozart: Eine kleine Nachtmusik,"Serenade for Strings in C major, Op. 48: II. Walzer: Moderato, tempo di valse",7uf3aFC1msj0t5cYImgOWy,0.241,0.122,7,-22.411,1,0.0497,0.66,0.126,0.187,66.325,209373,4
73,Gabriel Fauré,Fauré: Requiem; Pelléas et Mélisande; Pavane for Orchestra and Choir,"Pelléas et Mélisande, Op. 80: 4. Sicilienne",0oIQl9tFpCiKBRavEIIGzo,0.164,0.0194,3,-34.126,1,0.0434,0.859,0.0939,0.0581,101.708,233400,3
74,Johann Sebastian Bach,"A State of Wonder: The Complete Goldberg Variations, BWV 988 (Recorded 1955 & 1981)","Goldberg Variations, BWV 988: Aria da capo - 1981 Version",1aTpzY2ggWHhPi8p2f56u1,0.436,0.00518,7,-36.593,1,0.067,0.932,0.0788,0.275,135.286,224133,5
75,Max Richter,The Blue Notebooks,On The Nature Of Daylight,5DFUsGW4Cmltv8Spd0u1aV,0.0891,0.341,10,-12.681,0,0.046,0.836,0.111,0.0334,85.231,371747,3
76,Renée Fleming,Sacred Songs (US Bonus Track Version),"Ave Maria, D. 839",4GnVpbnWjHFrpXjAcPHvqM,0.12,0.138,10,-15.538,1,0.048,0.686,0.11,0.043,67.894,256573,4
77,Johannes Brahms,Brahms: The Symphonies,"Symphony No.3 in F, Op.90: 1. Allegro con brio - Un poco sostenuto - Tempo I",7vJhOBgOkXyEJvw1vsU6HB,0.156,0.0978,5,-16.326,1,0.0371,0.893,0.0854,0.0638,179.447,703720,3
78,Jean Sibelius,"Sibelius : Karelia Suite, Pohjola's Daughter, The Bard, Finlandia & Tapiola",Sibelius : Finlandia Op.26,6HknRM996YMa7VSBFYlnPJ,0.177,0.127,8,-19.167,1,0.0394,0.901,0.114,0.0612,149.698,485667,4
79,Various Artists,The Sound of Piazzolla,Piazzolla: Libertango,0mcgXc8P5GyGtP9aY7zir6,0.367,0.316,9,-14.49,0,0.0429,0.779,0.113,0.242,149.089,273562,4
80,Franz Liszt,Liszt: Piano Works,"Mephisto Waltz No. 1, S. 514",1dFVnX4mJTnWubAPE8S3OR,0.356,0.152,4,-20.155,1,0.0406,0.903,0.0807,0.04,132.413,662600,4
81,Various Artists,Merry Christmas Mr. Lawrence,Merry Christmas Mr. Lawrence (Arr. Metcalfe),5bVlEvO3SadcOyh6rnWW4P,0.339,0.0588,10,-17.647,0,0.0373,0.862,0.12,0.198,105.916,277148,4
82,Budapest Festival Orchestra,Brahms: Hungarian Dances / Dvorak: Slavonic Dances,"Hungarian Dance No.5 in G Minor, WoO 1, No.5",5d6FOGCa0EDqCJSpccEh8s,0.359,0.046,6,-18.725,0,0.0407,0.118,0.277,0.263,127.653,152160,4
83,Ludwig van Beethoven,Beethoven: Complete Piano Concertos (Live at Konzerthaus Berlin / 2018),"Piano Concerto No. 5 in E-Flat Major, Op. 73 ""Emperor"": 2. Adagio un poco mosso - Live at Konzerthaus Berlin / 2018",76wXMaJVSr0nSsKsSdwAiu,0.166,0.0363,11,-26.822,1,0.0381,0.922,0.0882,0.039,84.467,473787,4
84,Jean Sibelius,"Sibelius: The Complete Symphonies, Vol.1 (2 CDs)","Symphony No.5 in E flat, Op.82: 3. Allegro molto",7xGcLLeK1de0I71lH28DeM,0.144,0.0868,8,-23.338,1,0.0387,0.904,0.177,0.0737,94.463,482000,3
85,Ottorino Respighi,"Respighi: Fontane di Roma, Pina di Roma, Feste Romane & Il Tramonto",Pini di Roma (The Pines of Rome): III. I pini del Gianiclo,5CfxpBCYwfB17MMgARumHl,0.0754,0.0102,4,-35.69,1,0.0464,0.106,0.0817,0.0331,81.324,462162,4
86,Dmitri Shostakovich,Shostakovich: Cello Concertos Nos.1 & 2,"Cello Concerto No.1, Op.107: 1. Allegretto",7dchPojQcmY6eMBFJAo64i,0.463,0.162,7,-24.484,0,0.045,0.825,0.0943,0.374,125.514,359667,4
87,Robert Schumann,Love and Death - Widmung (Liebeslied),"Schumann: Widmung, Op. 25 No. 1 (Arr. Liszt, S. 566a)",5U7T2widXE5MqoQ6dmi3O9,0.244,0.0325,8,-23.379,1,0.0457,0.879,0.108,0.0406,74.079,237960,3
88,Modest Mussorgsky,Mussorgsky: Pictures at an Exhibition,Pictures At An Exhibition: The Hut On Fowl's Legs (Baba-Yaga),3QN7ups1LvVMASAe94yEEx,0.253,0.177,7,-19.525,1,0.0346,0.573,0.668,0.242,89.052,204093,4
89,Maurice Ravel,Ravel: Complete Works for Solo Piano,"Ravel: Miroirs, M. 43: IV. Alborada del gracioso",68Faz6Nc9UnWuOz1oC2DEv,0.413,0.135,2,-23.277,1,0.0436,0.902,0.0823,0.0715,145.802,372347,3
90,John Williams,Harry Potter and The Sorcerer's Stone Original Motion Picture Soundtrack,Hedwig's Theme,1n8NKQRg8LVHy7oUhUgbFF,0.156,0.162,2,-17.101,0,0.036,0.691,0.111,0.077,73.407,309093,4
91,Carl Orff,Orff: Carmina Burana,Carmina Burana: I. O Fortuna,0qFZYO72iBOhW7X6KbL44Q,0.339,0.0937,2,-20.267,1,0.0394,0.293,0.252,0.458,123.048,167640,3
92,Various Artists,The Lark Ascending collection,"Delius: 2 Pieces for Small Orchestra: No. 1, On Hearing the First Cuckoo in Spring",2dEbRirkEtImY7HdYxrgRS,0.0716,0.0408,7,-28.284,1,0.0399,0.901,0.0844,0.0377,77.047,349760,4
93,Johann Sebastian Bach,"Bach, J.S. St. Matthew Passion - Arias & Choruses","St. Matthew Passion, BWV 244 / Part Two: ""Erbarme dich""",58Q96yWnuBqlKEGd2vGyAg,0.24,0.0648,4,-25.208,0,0.0426,0.0272,0.258,0.0771,95.286,423107,3
94,Aaron Copland,"Copland: Appalachian Spring, Rodeo, Billy the Kid & Fanfare for the Common Man",Appalachian Spring: VII. Doppio movimento,6vS8JCT9WqTFeAuu8smjRF,0.186,0.124,1,-15.271,1,0.0434,0.865,0.111,0.248,77.903,183267,4
95,Paul Mealor,A Tender Light,Now Sleeps The Crimson Petal (Four Madrigals On Rose Texts): Now Sleeps The Crimson Petal,2sTUcyPMXztxu2Y1DuxDZx,0.161,0.0144,6,-30.883,1,0.0365,0.117,0.0836,0.0336,82.646,197400,4
96,Austin Wintory,Journey (Original Video Game Soundtrack),Nascence,6zcP5A5Xv6bvCUpwXrswKa,0.203,0.112,11,-18.029,0,0.0418,0.935,0.126,0.0374,72.483,106960,4
97,Antonín Dvořák,"Dvořák: Symphony No. 9 ""From the New World"" (Live)","Symphony No. 9 in E Minor, Op. 95 ""From the New World"": II. Largo - Live",3jLcwFns5S9OYQojN8XAkJ,0.154,0.00261,1,-36.267,1,0.0419,0.763,0.125,0.0366,83.549,775307,4
98,Georges Bizet,Bizet : Carmen,"Carmen, Act I: No.5 Habanera : L'amour est un oiseau rebelle (Carmen/Cigarières/Jeunes gens/Dragons)",3pzBD8BVdrv7VJ7glRYshl,0.364,0.0592,2,-21.757,1,0.057,0.0,0.0823,0.185,123.789,275467,4
99,Julia Fischer,Bruch & Dvorak Violin Concertos,"Violin Concerto No.1 in G minor, Op.26: 1. Vorspiel (Allegro moderato)",3uLsZpdHrJsR9AjrrxMI66,0.169,0.0974,3,-21.414,1,0.042,0.632,0.087,0.0524,170.379,473893,5
0,Bill Haley & His Comets,Rock Around The Clock,(We're Gonna) Rock Around The Clock,1uRKT2LRANv4baowBWHfDS,0.811,0.859,9,-6.317,1,0.168,3.73e-06,0.0761,0.784,90.686,129893,4
1,Jackie Wilson,He's So Fine,Reet Petite,3h4udS0WeWbsur3yfjvnm4,0.664,0.66,5,-6.526,1,0.13,0.0,0.298,0.873,84.345,169240,4
2,Cliff Richard,Stronger Thru the Years,Living Doll - 2003 Remaster,3koJ1vDWEITIrfMlNaHIu3,0.572,0.463,9,-7.782,1,0.0517,0.0,0.0958,0.764,62.658,156787,4
3,Various Artists,Fabulous Fifties Nostalgia Vol 5,All I Have to Do Is Dream,72nqbbrKjhXmDdRXQGq115,0.542,0.347,4,-14.011,1,0.0268,0.0,0.144,0.596,103.709,141240,4
4,Fats Domino,Legends Of Rock n' Roll,I'm Walkin',07TQDFaoLBwvo6JU1nnaiU,0.729,0.555,1,-13.056,1,0.0483,0.184,0.155,0.979,109.005,135093,4
5,Sarah Vaughan,After Hours,Black Coffee,56IQUfsUskt9VHe6YM6kue,0.38,0.155,1,-11.977,1,0.0311,1.7e-05,0.0977,0.127,94.23,200440,3
6,Sam Cooke,Sam Cooke,You Send Me,7fPOOCejoBt3dIm6UcEdm8,0.538,0.226,4,-13.817,0,0.0288,0.0,0.125,0.553,96.951,163560,4
7,Ricky Nelson,Ricky Nelson (Expanded Edition / Remastered),Poor Little Fool - Remastered,5ayybTSXNwcarDtxQKqvWX,0.474,0.338,0,-11.528,1,0.0299,0.0,0.13,0.81,154.596,153933,4
8,The Platters,The Platters Golden Hits,The Great Pretender,2FkCjtQ1lYsf71s2FAS8hE,0.425,0.401,7,-9.427,1,0.0315,3.44e-06,0.072,0.531,115.71,160667,3
9,Eddie Cochran,12 Of His Biggest Hits,C’Mon Everybody,7ItZM6DMZE2m1X7yIaRxjq,0.627,0.7,3,-9.657,1,0.0522,0.0111,0.188,0.856,175.33,118227,4
10,Nat King Cole,Unforgettable,Unforgettable,648TTtYB0bH0P8Hfy0FmkL,0.349,0.182,5,-13.507,1,0.031,0.0152,0.143,0.178,136.094,191973,3
11,The Crickets,"The ""Chirping"" Crickets",Not Fade Away,6sBPjgvLZzHHrpxbBDjmdE,0.799,0.475,9,-13.142,1,0.0413,0.0,0.275,0.92,95.966,142773,4
12,Johnny Mathis,The Essential Johnny Mathis 3.0,"It's Not for Me to Say - From the MGM Film ""Lizzie""",4g9ZMsnY0xpeG3OR8GRJne,0.328,0.218,8,-12.843,1,0.0383,0.000169,0.1,0.446,80.584,183227,4
13,The Everly Brothers,The Very Best of The Everly Brothers,Wake up Little Susie,11fNLqDB47gMKj7BHhR2Qr,0.709,0.62,2,-9.382,1,0.034,0.0,0.0426,0.936,93.723,123520,4
14,Lloyd Price,Lloyd Price Greatest Hits: The Original ABC-Paramount Recordings,Personality,5vjigjfoXuJEttqLB3HTAg,0.591,0.454,5,-8.936,1,0.0322,0.0,0.0989,0.865,128.909,157733,4
15,Neil Sedaka,Rock with Sedaka (Expanded Edition),Calendar Girl,7Gpx2fNJiilvrf9Ss8qbit,0.703,0.649,8,-7.727,0,0.0312,0.0,0.209,0.862,122.719,159693,4
16,Bobby Darin,Bobby Darin,Splish Splash,40fD7ct05FvQHLdQTgJelG,0.645,0.943,0,-1.526,1,0.0393,0.0,0.37,0.965,147.768,131720,4
17,Johnny Mathis,The Essential Johnny Mathis 3.0,Chances Are - Single Version,63NmQTtxQLHSRp7li6aAmP,0.31,0.254,10,-12.2,1,0.0343,3.25e-06,0.107,0.296,77.512,181400,1
18,Buddy Holly,Not Fade Away: The Complete Studio Recordings And More,Oh Boy! - Overdubbed Version,7s7Zu78CztOUFUyQ4BijBQ,0.543,0.619,9,-7.518,1,0.0377,0.0,0.109,0.846,96.842,127680,4
19,Dion & The Belmonts,Presenting Dion And The Belmonts,I Wonder Why,7vAw4LLIms6X8ZHcbtoazz,0.506,0.699,10,-3.834,1,0.0348,0.0,0.158,0.901,103.463,141387,4
20,The Fleetwoods,Come Softly To Me: The Very Best Of The Fleetwoods,Mr. Blue,6bnFjTW3EnMG4BwreDnSHK,0.374,0.0889,4,-17.475,1,0.0356,6.88e-06,0.111,0.211,96.677,145133,4
21,Bobby Darin,That's All,Beyond the Sea,3KzgdYUlqV6TOG7JCmx2Wg,0.521,0.516,2,-7.456,0,0.0369,0.0,0.257,0.569,136.483,172480,4
22,Johnny Mathis,Heavenly,Misty,4uxsv9PjV3Yeyn51RdWvGJ,0.216,0.267,8,-13.561,1,0.0351,2.7e-05,0.109,0.218,82.098,216573,4
23,Buddy Holly,Gold,True Love Ways,7ljPNANyoIDc7sL0PWaJlu,0.221,0.124,10,-19.545,1,0.0346,0.103,0.316,0.276,82.727,168707,4
24,The Platters,The Platters,My Prayer,1ntGJDSakqsaw1KhptKrB5,0.359,0.272,10,-8.393,1,0.0294,0.0,0.095,0.254,109.249,167800,3
25,The Fleetwoods,Come Softly To Me: The Very Best Of The Fleetwoods,Come Softly To Me,603N4XGJUTbK760GLCvIIs,0.601,0.095,1,-18.478,1,0.0374,0.000285,0.116,0.672,122.975,144933,4
26,Ritchie Valens,Ritchie Valens,Donna - Single Version,0VE4ayVlGs5DBoqOdgJ0Zv,0.472,0.225,5,-12.581,1,0.0263,0.0,0.111,0.29,100.299,150973,3
27,Buddy Knox,Buddy Knox,Party Doll,3SNEFR9U8CCEUN3iZfkVgW,0.664,0.731,11,-7.84,0,0.0779,5.95e-06,0.216,0.661,90.054,135173,4
28,Buddy Holly,Buddy Holly,Peggy Sue,2OARIMw1hpehr86Iwmv04c,0.676,0.424,9,-8.132,1,0.0329,0.000494,0.119,0.493,148.373,150960,4
29,Elvis Presley,Elvis' Golden Records,"Love Me Tender - From the 20th Century-Fox CinemaScope Production, ""Love Me Tender""",4GAhAw0RCzNVP976NRMOqO,0.396,0.0373,9,-18.642,1,0.0416,4.41e-05,0.111,0.302,103.051,161360,3
30,Ritchie Valens,Ritchie Valens,"Come On, Let's Go",4cRfSR0QxDlXRHTKyEOu93,0.616,0.724,9,-8.101,1,0.042,3.16e-06,0.128,0.809,81.402,124587,3
31,Little Richard,Here's Little Richard (Deluxe Edition),Rip It Up,5tHFPtV7dT01fxDe2AhKjD,0.895,0.636,5,-6.043,1,0.06,3.31e-06,0.0207,0.967,95.922,141400,4
32,"Clarence ""Frogman"" Henry",The King of Rhythm & Blues (Remastered),Ain't Got No Home - Remastered,10DTjZTPH0y0XXFYp43AXC,0.45,0.72,0,-7.595,1,0.0687,0.000133,0.281,0.556,84.73,138453,4
33,The Platters,Remember When?,Smoke Gets In Your Eyes,2vSxjnyrWrtxyfzO47EX6q,0.203,0.295,3,-11.155,1,0.0323,2.05e-06,0.173,0.285,171.222,160933,3
34,Elvis Presley,Elvis' Golden Records,Don't Be Cruel,01u6AEzGbGbQyYVdxajxqk,0.697,0.55,2,-11.496,1,0.18,3.44e-05,0.0907,0.844,84.802,122893,4
35,Ritchie Valens,Ritchie Valens,La Bamba - Single Version,2aEeghgUcnu75tzcolFMfs,0.516,0.809,0,-6.419,1,0.0545,0.000331,0.303,0.939,75.099,126960,4
36,Little Richard,Rock 'N' Roll Legends,Good Golly Miss Molly - Remastered,5wJXbK6be3OUwZHrqEuuaD,0.57,0.863,7,-10.82,1,0.0526,0.00412,0.313,0.909,163.837,128640,4
37,Jackie Wilson,Lonely Teardrops,Lonely Teardrops,6TYR3IVgIwDK6ydc2EPEQq,0.524,0.478,7,-8.894,1,0.118,0.0,0.74,0.843,137.133,166213,4
38,Harry Belafonte,Calypso,Banana Boat (Day-O),4fHDlIntTsRGSyTg5UYZYC,0.797,0.105,1,-16.881,1,0.0969,0.000116,0.108,0.419,122.545,183133,4
39,Elvis Presley,Elvis' Golden Records,All Shook Up,5ueyLj6e6oVaTY0KQ6yLaA,0.624,0.468,10,-12.162,1,0.132,6.35e-06,0.144,0.952,74.139,117080,4
40,The Isley Brothers,Shout!,"Shout, Pts. 1 & 2",2ZNTPtYmAhN9vCwnAgqKn1,0.489,0.866,10,-7.433,1,0.0933,0.0,0.876,0.416,138.63,268560,4
41,Little Richard,Here's Little Richard (Deluxe Edition),Long Tall Sally (The Thing),507IFqPuG8mBQoKebfGG9t,0.474,0.608,5,-5.139,1,0.0825,0.0,0.0928,0.888,184.694,127427,4
42,Frank Sinatra,Songs For Swingin' Lovers! (Remastered),I've Got You Under My Skin - Remastered 1998,3aEJMh1cXKEjgh52claxQp,0.585,0.247,1,-12.612,1,0.04,8.85e-06,0.107,0.591,127.15,223760,4
43,The Diamonds,The Best Of The Diamonds,Little Darlin',7ycFNferNuk6wAjBa0vWvl,0.631,0.587,6,-11.402,1,0.042,0.29,0.333,0.664,152.851,129333,4
44,Elvis Presley,Elvis' Golden Records,Hound Dog,64Ny7djQ6rNJspquof2KoX,0.357,0.756,0,-8.492,1,0.0621,0.00505,0.76,0.95,174.797,136027,4
45,Fats Domino,Fats Domino Swings,Blueberry Hill,06PdA0DLgF4BfAeUNZAbFG,0.489,0.499,11,-9.702,1,0.0271,0.000236,0.156,0.829,133.341,147880,3
46,Little Richard,Here's Little Richard (Deluxe Edition),Tutti Frutti,2iXcvnD3d1gfLBum0cE5Eg,0.555,0.658,5,-3.866,1,0.0541,0.0,0.118,0.937,184.835,144227,4
47,Frank Sinatra,Come Fly With Me (Remastered),Come Fly With Me - Remastered,4hHbeIIKO5Y5uLyIEbY9Gn,0.574,0.338,6,-11.376,1,0.042,0.0,0.165,0.493,67.008,199093,4
48,Connie Francis,The Collection,Stupid Cupid,0KM3fzzUBVW0vW7RmFh28v,0.606,0.725,3,-7.019,1,0.0352,1.07e-05,0.0407,0.963,136.815,134560,4
49,Buddy Holly,That'll Be The Day,That'll Be The Day,50RwvvEKX5Q7AZt8FTAwIF,0.536,0.637,2,-7.774,1,0.0343,0.0,0.0838,0.798,115.24,150133,4
50,Fats Domino,Fats Domino Swings,Ain't That A Shame,4ZfQwNx3FlCN07cnUvekh3,0.486,0.501,4,-8.57,1,0.0326,7.6e-05,0.0679,0.942,122.894,152200,4
51,Dion & The Belmonts,Presenting Dion And The Belmonts,A Teenager In Love,0QGwOFQChzflLAmPq5NwKo,0.555,0.377,1,-9.123,1,0.0295,0.0,0.128,0.619,78.986,158253,4
52,The Coasters,The Coasters,Down in Mexico,4OnqJ1ml4Jgr5AAKNrrYCD,0.614,0.589,1,-8.667,1,0.0573,0.0,0.069,0.894,111.879,196467,4
53,The Del-Vikings,Come Go With Me: The Best Of The Del-Vikings,Come Go With Me,4IYyGIbMS5ZkxDXGfPIrXr,0.566,0.534,5,-9.416,0,0.0409,0.0,0.0883,0.582,129.69,162293,4
54,Buddy Holly,Buddy Holly,Everyday,39lnzOIUCSNaQmgBHoz7rt,0.747,0.219,3,-12.562,1,0.0371,2.57e-05,0.107,0.498,135.562,129120,4
55,The Flamingos,Flamingo Serenade,I Only Have Eyes for You,3YdKJzcoMZMacISlpY4QoP,0.552,0.313,5,-12.41,1,0.0296,0.0017,0.12,0.303,88.554,202773,3
56,The Five Satins,For Collectors Only,In The Still of the Night,0GVvRmCoiLkhxJvlZy9bLk,0.43,0.33,6,-10.621,1,0.0353,0.0,0.105,0.316,108.824,187667,3
57,The Coasters,Rhino Hi-Five: The Coasters,Yakety Yak,7demHL0GXA6YmTNqw3Btz8,0.715,0.669,7,-9.491,1,0.128,0.000732,0.044,0.976,120.789,113040,4
58,Ray Charles,"Ray Charles (aka: Hallelujah, I Love Her So)",I've Got a Woman,2xar08Fq5xra2KKZs5Bw9j,0.556,0.61,9,-4.729,1,0.213,2.22e-06,0.258,0.665,199.373,171467,4
59,Johnny Maestro,For Collectors Only,16 Candles,3Timk4Wy8wnJDCfq6O7YDW,0.604,0.307,10,-10.832,1,0.0275,0.0,0.0932,0.604,114.009,174640,3
60,Danny & The Juniors,At The Hop,At The Hop,6wcKmXUzB6SExvGbleZkeI,0.405,0.864,8,-7.642,1,0.0486,2.12e-05,0.18,0.888,194.875,149973,4
61,Various Artists,Mad Men: A Musical Companion (1960-1965),Baby (You've Got What It Takes),3iskX6pzPZOyUNoVCQ7oMz,0.69,0.508,8,-9.92,1,0.0469,0.000185,0.496,0.818,132.892,164400,4
62,Ray Charles,"Ray Charles (aka: Hallelujah, I Love Her So)","Hallelujah, I Love Her So",5P11rW6aJErF37MTfRZS31,0.696,0.547,5,-5.954,0,0.169,0.0,0.155,0.623,73.203,155507,4
63,Gene Vincent,The Rock N' Roll Collection,Be-Bop-A-Lula,0TMrV95mP7sDlvbE4iVfKP,0.607,0.561,9,-10.099,1,0.0425,0.0,0.298,0.841,127.638,157207,3
64,Various Artists,PAN AM: Music From and Inspired By The Original Series (From the Pan Am Soundtrack),Blue Skies,2xNDO4i0qxmkxYptUbxYpx,0.464,0.391,0,-5.115,1,0.0483,0.0,0.0521,0.649,158.894,226213,4
65,Elvis Presley,Elvis Presley,Blue Suede Shoes,47gmoUrZV3w20JAnQOZMcO,0.557,0.66,2,-7.706,1,0.056,1.66e-06,0.138,0.962,95.252,119200,4
66,Carl Perkins,Deluxe: Greatest Hits,Blue Suede Shoes,05r0esO8ozJjsN7DzsJoMy,0.633,0.568,9,-11.225,1,0.0323,6.03e-05,0.154,0.969,84.491,138400,4
67,The Monotones,Who Wrote The Book Of Love? [Digital Version],The Book of Love,1N131UBLlYAUJNVpHOfEc1,0.428,0.594,10,-12.716,1,0.379,0.0,0.567,0.556,198.67,138298,4
68,Various Artists,True 50's love,Born Too Late,7j2OoTiQHGLRLSfqISKKY6,0.501,0.311,4,-9.62,1,0.0251,0.000125,0.174,0.818,85.322,136827,4
69,Various Artists,True 50's love,Broken Hearted Melody,40KCF1U2DNceYsugxZQruU,0.448,0.5,7,-11.304,1,0.0356,0.0,0.191,0.768,132.443,143267,4
70,Sam Butera & The Witnesses,Capitol Collectors Series,Buona Sera - Remastered,0DXm5n7SBxCED9ssTvrx2J,0.547,0.3,3,-13.973,1,0.107,0.0,0.0653,0.811,97.793,187200,4
71,The Everly Brothers,"""All I Do Is Dream"" Everly Brothers",Bye Bye Love,1j7HyD3cxyYw9bMFevxWyR,0.558,0.556,9,-8.358,1,0.0564,0.0,0.0869,0.905,169.259,144300,4
72,Various Artists,Dreamboats And Petticoats,Chantilly Lace - Single Version,6h7QjxbS5XbfGIe0Oxij61,0.45,0.668,0,-9.455,0,0.0968,0.00694,0.0857,0.829,171.421,143040,3
73,The Coasters,Rhino Hi-Five: The Coasters,Charlie Brown,6Q0aBakbTsjQO6iGdxmXlx,0.646,0.628,3,-8.794,1,0.243,5.03e-06,0.00967,0.881,125.705,141667,4
74,Ella Fitzgerald,Ella & Louis (Classics International Version),Cheek To Cheek,6pPr1KLZit9FgFNhp7xE5m,0.648,0.306,0,-13.395,1,0.0883,0.0,0.252,0.661,122.027,351893,4
75,Paul Anka,Put Your Head On My Shoulder: The Very Best Of Paul Anka,Diana,4chlGZQX5uPYpRLp3NezmX,0.57,0.408,7,-9.932,1,0.0295,0.0,0.549,0.96,143.249,138360,4
76,Bobby Darin,The Ultimate Bobby Darin,Dream Lover,1KLpjQFgubHI3GkAICCNH3,0.526,0.774,5,-1.692,1,0.0459,0.0,0.437,0.715,131.715,150706,4
77,The Penguins,Earth Angel - 1954-1960,Earth Angel,3iQaSx6G50ptbEnzgsaQQy,0.505,0.192,8,-12.267,1,0.0283,0.0,0.106,0.485,72.554,178027,4
78,Peggy Lee,The Capitol Years,Fever,2CeqxyOZEyiL6pTDYZ9gPH,0.742,0.0899,9,-19.187,0,0.158,0.0,0.113,0.351,137.473,201333,4
79,Ella Fitzgerald,Ella & Friends,Dream A Little Dream Of Me,3vFVS2WYHDG4KkWCNecvpn,0.455,0.167,0,-13.613,1,0.0739,0.0,0.173,0.404,76.118,185067,4
80,The Silhouettes,Get a Job,Get a Job,21NhrNOfIoakyWISXUMkFN,0.625,0.425,7,-9.962,1,0.0359,0.000525,0.124,0.829,80.024,169707,4
81,The Spaniels,The Very Best of the Spaniels,"Goodnite, It's Time to Go (Goodnight Sweetheart, Goodnight)",50meIWPMuhYgQSXfSsUvtI,0.375,0.318,9,-9.923,0,0.0423,0.000198,0.422,0.358,76.638,160373,4
82,Jerry Lee Lewis,The Complete 1950's Masters - Jerry Lee Lewis,Great Balls Of Fire,3YmELj8vHY6mKIzphgtQlM,0.468,0.527,7,-13.897,0,0.0683,0.0,0.061,0.855,159.501,116467,4
83,Jim Reeves,The Essential Jim Reeves,He'll Have to Go,7DH5dXVuQaqcKf9oTy9oUN,0.554,0.186,1,-15.846,1,0.0379,0.00144,0.11,0.2,81.181,138640,3
84,Chet Baker,Chet Baker Sings,I Fall In Love Too Easily - Vocal Version,0F845nujLVqCb0XMZCh5Pc,0.532,0.0657,0,-19.136,0,0.0406,0.00488,0.0946,0.292,128.607,201440,4
85,Various Artists,The Definitive 60's (sixties),I Left My Heart In San Francisco,3nr6QXimwd9K4hpuFdgr6N,0.235,0.244,0,-12.106,1,0.0312,2.51e-05,0.134,0.149,169.738,169747,5
86,Billie Holiday,Lady In Satin,I'm a Fool to Want You,6Rvz1jM5eUqzNs2Pi8RMTG,0.244,0.233,9,-16.583,0,0.0413,0.00059,0.282,0.262,78.088,203267,5
87,Bo Diddley,Bo Diddley,I'm A Man,55yFboSykwIU6EueKsNC4N,0.514,0.539,3,-15.628,1,0.0402,0.0,0.184,0.853,85.368,164547,4
88,Lloyd Price,Lloyd Price Greatest Hits: The Original ABC-Paramount Recordings,I'm Gonna Get Married,1jKcwPfDloLOMxC1wMV0ux,0.569,0.514,7,-9.369,1,0.0334,0.0,0.131,0.63,119.518,143000,4
89,Chet Baker,Chet Baker Sings,I Get Along Without You Very Well (Except Sometimes) - Vocal Version,4gFlHAye7To29Fs4UszQUH,0.442,0.033,10,-23.063,1,0.041,0.000171,0.151,0.21,103.34,179640,3
90,John Coltrane,Triple Best Of,I'm Old Fashioned - Remaster/1997,1duCPx5TGotRzzWdodsHt1,0.494,0.131,0,-14.475,0,0.0347,0.769,0.0749,0.355,79.105,476752,4
91,Frank Sinatra,Ultimate Sinatra,I've Got The World On A String,4tsUpfcr6bSM4PIIFQGkQF,0.569,0.372,2,-7.022,1,0.0515,0.0,0.3,0.5,123.411,129813,4
92,Various Artists,True 50's love,It's All In The Game,65DHarvIY5nZ57ZcgTxx75,0.546,0.167,3,-16.085,1,0.0308,0.0181,0.127,0.628,70.564,158053,4
93,Conway Twitty,It's Only Make Believe/The MGM Years,It's Only Make Believe - Single Version,6Em0JcoORXzv0BGfxAacpv,0.542,0.531,11,-6.698,1,0.0384,0.0011,0.127,0.344,126.018,132107,4
